ID,KA,K23,K32,K24,K40,K20,VC,ALAG1
318,2.642278301,0.631,0.396,0.07577488566,0.013,0.161309383,289.9437239,0.5
319,24.09460325,0.631,0.396,0.01072888248,0.013,0.1459571028,364.2643301,0.5
320,183.8256021,0.631,0.396,0.01522670128,0.013,0.1972535524,309.3621796,0.5
321,16.40112973,0.631,0.396,0.2283369643,0.013,0.1286872586,485.5458034,0.5
322,59.98243451,0.631,0.396,0.01357218287,0.013,0.06427594623,526.8747492,0.5
323,7.764647359,0.631,0.396,0.006453938454,0.013,0.1595636732,443.1884764,0.5
324,6.965156983,0.631,0.396,0.006600691776,0.013,0.1163895211,505.8504909,0.5
325,27.03980896,0.631,0.396,0.06112546677,0.013,0.1041951701,336.6132177,0.5
326,5.146437097,0.631,0.396,0.002998034451,0.013,0.08070038188,326.0187098,0.5
327,0.4830584395,0.631,0.396,0.03211101855,0.013,0.1380223722,280.8961816,0.5
328,26.95449492,0.631,0.396,0.0109870808,0.013,0.08733271057,470.0954347,0.5
329,3.63387521,0.631,0.396,0.005871797193,0.013,0.1138298035,310.8286154,0.5
330,5.750448351,0.631,0.396,0.006253658556,0.013,0.2147450748,335.9205558,0.5
331,17.97384675,0.631,0.396,0.003691926706,0.013,0.2415645878,408.4888291,0.5
332,2.564009837,0.631,0.396,0.00220323492,0.013,0.1714482243,384.8314986,0.5
333,112.7441252,0.631,0.396,0.009914239009,0.013,0.2576143425,415.3931775,0.5
334,0.6457044869,0.631,0.396,0.006179399196,0.013,0.09752051502,458.8868262,0.5
335,0.4597495344,0.631,0.396,0.08561661573,0.013,0.1208812351,326.4918107,0.5
336,2.093615305,0.631,0.396,0.00796401629,0.013,0.08279018723,452.9275862,0.5
337,7.326334133,0.631,0.396,0.04865786673,0.013,0.1134870767,263.0378719,0.5
338,9.310818035,0.631,0.396,0.1165201146,0.013,0.1733617258,362.0082986,0.5
339,53.76793517,0.631,0.396,0.00578945544,0.013,0.2635452761,392.7119112,0.5
340,25.08834341,0.631,0.396,0.02865736183,0.013,0.327352659,474.2828544,0.5
341,12.39323718,0.631,0.396,0.001262228862,0.013,0.1421032701,503.2519156,0.5
342,1.59664633,0.631,0.396,0.110994333,0.013,0.1524369731,384.7572142,0.5
343,1.59449935,0.631,0.396,0.007927975659,0.013,0.1111250573,335.2634745,0.5
344,15.29716927,0.631,0.396,0.02149514919,0.013,0.08681908804,383.2289887,0.5
345,3.20249297,0.631,0.396,0.08490451706,0.013,0.1636137159,335.2434037,0.5
346,7.334260907,0.631,0.396,0.002838147962,0.013,0.1566944778,345.1541056,0.5
347,14.0738132,0.631,0.396,0.001592341702,0.013,0.07283898095,519.1510328,0.5
348,3.864964345,0.631,0.396,0.01015657826,0.013,0.2206391433,345.3961373,0.5
349,4.41557614,0.631,0.396,0.006892194711,0.013,0.07679791608,336.6208792,0.5
350,15.46332625,0.631,0.396,0.1573631703,0.013,0.1609193818,475.2666908,0.5
351,189.060054,0.631,0.396,0.01695495433,0.013,0.1667462523,420.6064232,0.5
352,82.3661204,0.631,0.396,0.0007797184276,0.013,0.1181036784,290.2205032,0.5
353,127.9922399,0.631,0.396,0.003477237955,0.013,0.08407764246,289.3865798,0.5
354,2.399586565,0.631,0.396,0.001402968821,0.013,0.1093538922,338.8118076,0.5
355,8.536874954,0.631,0.396,0.006562052712,0.013,0.1430343298,354.6768737,0.5
356,85.84440746,0.631,0.396,0.03074828882,0.013,0.08576709783,409.0763264,0.5
357,3.002167146,0.631,0.396,0.1135732432,0.013,0.1008408179,319.0129474,0.5
358,131.3212453,0.631,0.396,0.01179156865,0.013,0.2824247612,266.8086084,0.5
359,3.008637332,0.631,0.396,0.03678046591,0.013,0.1389043198,424.7809937,0.5
360,41.90420174,0.631,0.396,0.1409899654,0.013,0.08315055779,314.8685301,0.5
361,8.990960065,0.631,0.396,0.01786331454,0.013,0.19990148,214.2817646,0.5
362,5.36435203,0.631,0.396,0.005954482242,0.013,0.1218442726,255.2498275,0.5
363,6.694265065,0.631,0.396,0.01574363381,0.013,0.2426428334,325.8995467,0.5
364,35.82689549,0.631,0.396,0.01539922393,0.013,0.2981847384,315.0042885,0.5
365,3.973066858,0.631,0.396,0.01448319568,0.013,0.1249986327,517.6169629,0.5
366,10.87693254,0.631,0.396,0.001171355572,0.013,0.1517196131,349.8858453,0.5
367,100.3872152,0.631,0.396,0.0239616622,0.013,0.2002069206,330.0557323,0.5
368,10.87608318,0.631,0.396,0.01175704758,0.013,0.2418826664,577.0073965,0.5
369,1.181982669,0.631,0.396,0.006271239567,0.013,0.1158165175,419.4826126,0.5
370,11.10210575,0.631,0.396,0.05793178898,0.013,0.1299706085,315.4897498,0.5
371,36.41274635,0.631,0.396,0.01050134162,0.013,0.1593416535,508.6022769,0.5
372,1.787512498,0.631,0.396,0.001239132498,0.013,0.1070711008,288.737873,0.5
373,14.90385198,0.631,0.396,0.01005978626,0.013,0.1539504258,475.3190173,0.5
374,0.5591637526,0.631,0.396,0.002572327874,0.013,0.178516271,395.0549317,0.5
375,36.0250782,0.631,0.396,0.00107897799,0.013,0.1423880096,466.1568578,0.5
376,17.22684885,0.631,0.396,0.006371708787,0.013,0.1763229644,300.1815511,0.5
377,19.87708577,0.631,0.396,0.05059833859,0.013,0.2185842996,446.2341577,0.5
378,1.861515769,0.631,0.396,0.05179831511,0.013,0.131351125,294.0698213,0.5
379,31.46084303,0.631,0.396,0.02468912093,0.013,0.1015021557,298.1843497,0.5
380,0.2182696871,0.631,0.396,0.004891007471,0.013,0.2344976334,412.6371672,0.5
381,1.886279726,0.631,0.396,0.0200661622,0.013,0.09931432322,308.2787776,0.5
382,10.97407018,0.631,0.396,0.0181269705,0.013,0.1069452459,347.8702988,0.5
383,48.89498679,0.631,0.396,0.02719528095,0.013,0.2086574291,383.9911556,0.5
384,46.61816115,0.631,0.396,0.0010808184,0.013,0.1150001513,363.6057383,0.5
385,3.843633944,0.631,0.396,0.004468071308,0.013,0.1219357698,441.7669808,0.5
386,124.8125323,0.631,0.396,0.04164930682,0.013,0.1740724785,251.9973784,0.5
387,56.92921049,0.631,0.396,0.08345629598,0.013,0.1317666516,365.789211,0.5
388,0.7572367145,0.631,0.396,0.02698185717,0.013,0.09522588258,448.8228399,0.5
389,6.224351597,0.631,0.396,0.2108884939,0.013,0.1065246548,252.6934754,0.5
390,22.11836765,0.631,0.396,0.0004976681105,0.013,0.1232931824,290.1807018,0.5
391,5.073272057,0.631,0.396,0.4059238847,0.013,0.1952171471,495.5878475,0.5
392,7.593587599,0.631,0.396,0.2246708978,0.013,0.06808541346,364.6321958,0.5
393,0.4379941994,0.631,0.396,0.02915938568,0.013,0.2312173811,384.4532767,0.5
394,9.919606095,0.631,0.396,0.03319188325,0.013,0.1427321433,478.6158425,0.5
395,17.63138222,0.631,0.396,0.02694140008,0.013,0.1761453916,332.1694711,0.5
396,5.729027755,0.631,0.396,0.1241618962,0.013,0.1407071134,349.5499753,0.5
397,2.856132829,0.631,0.396,0.03583410841,0.013,0.1192766136,479.567458,0.5
398,5.90964566,0.631,0.396,0.001992896114,0.013,0.1160756312,444.3615353,0.5
399,6.375274456,0.631,0.396,0.002158841807,0.013,0.1076760392,408.6259674,0.5
400,3.343869228,0.631,0.396,0.01593073319,0.013,0.1677529387,365.59722,0.5
401,5.220493974,0.631,0.396,0.002088993211,0.013,0.1022323245,352.0267204,0.5
402,1.292085032,0.631,0.396,0.03154761881,0.013,0.1600947376,293.0608848,0.5
403,1.153326403,0.631,0.396,0.03265150217,0.013,0.1605975002,419.2231598,0.5
404,20.90346318,0.631,0.396,0.04055507001,0.013,0.1250934547,449.5281629,0.5
405,24.94285571,0.631,0.396,0.01957653266,0.013,0.1289079214,359.0483782,0.5
406,14.53003852,0.631,0.396,0.003720210771,0.013,0.1443308734,470.052046,0.5
407,69.79467032,0.631,0.396,0.008776584511,0.013,0.1945981228,256.3793518,0.5
408,15.53156006,0.631,0.396,0.4746331128,0.013,0.1749871271,377.5985943,0.5
409,17.90455473,0.631,0.396,0.008239790222,0.013,0.1269321494,266.9223759,0.5
410,13.92704582,0.631,0.396,0.001963228446,0.013,0.1004984574,184.9549908,0.5
411,9.257047564,0.631,0.396,0.1157757188,0.013,0.1062765373,303.1735503,0.5
412,45.65054838,0.631,0.396,0.002415271979,0.013,0.2822941236,489.6497859,0.5
413,4.878204048,0.631,0.396,0.1021087876,0.013,0.1032568311,471.1859874,0.5
414,0.9290204997,0.631,0.396,0.01658623009,0.013,0.140575283,334.1761102,0.5
415,26.67041618,0.631,0.396,0.001594882147,0.013,0.1632705732,378.2933419,0.5
416,0.742476707,0.631,0.396,0.008741550412,0.013,0.07730412197,420.5091173,0.5
417,2.839470669,0.631,0.396,0.001483626347,0.013,0.1086717342,381.7451596,0.5
418,1.588810043,0.631,0.396,0.01843443404,0.013,0.1594285338,266.1169186,0.5
419,442.0811571,0.631,0.396,0.009103835695,0.013,0.133162202,293.6685552,0.5
420,27.02758625,0.631,0.396,0.3973086368,0.013,0.06970211312,464.7760383,0.5
421,5.369789252,0.631,0.396,0.01031178493,0.013,0.17707831,338.8616418,0.5
422,57.26886105,0.631,0.396,0.05036626531,0.013,0.2352138197,343.1611153,0.5
423,33.80186,0.631,0.396,0.1010430679,0.013,0.1096699604,428.5676068,0.5
424,7.204730848,0.631,0.396,0.1985826542,0.013,0.1098542493,450.4895262,0.5
425,170.4468349,0.631,0.396,0.5323688395,0.013,0.1789592652,438.3712678,0.5
426,12.40519968,0.631,0.396,0.03762782102,0.013,0.1715476184,411.3682599,0.5
427,0.4142834277,0.631,0.396,0.05120233366,0.013,0.1205225774,442.0707298,0.5
428,21.26173124,0.631,0.396,0.04557180158,0.013,0.1384922904,373.2560161,0.5
429,10.28276961,0.631,0.396,0.07849129732,0.013,0.1829054034,443.8864191,0.5
430,32.89193233,0.631,0.396,0.01609762156,0.013,0.06052749706,244.5868466,0.5
431,3.197773455,0.631,0.396,0.1404874126,0.013,0.1429632048,290.6038335,0.5
432,39.2682688,0.631,0.396,0.04768949639,0.013,0.1541568465,442.5389782,0.5
433,1.432996794,0.631,0.396,0.04865001687,0.013,0.1154480532,260.3134911,0.5
434,13.43355201,0.631,0.396,0.01791642241,0.013,0.05699331545,306.8746502,0.5
435,14.24809829,0.631,0.396,0.003420224627,0.013,0.1110604047,451.66599,0.5
436,28.04277201,0.631,0.396,0.03043830616,0.013,0.07395485512,485.3631371,0.5
437,8.308174881,0.631,0.396,0.006933363847,0.013,0.08700665614,465.9271678,0.5
438,6.512133919,0.631,0.396,0.0007256847923,0.013,0.2459806348,372.6804354,0.5
439,42.07612504,0.631,0.396,0.1307315524,0.013,0.1309346315,439.4752396,0.5
440,3.248385178,0.631,0.396,0.01180230102,0.013,0.1452944747,430.6942136,0.5
441,1.983931442,0.631,0.396,0.2421663025,0.013,0.06981043534,389.5697061,0.5
442,3.672163046,0.631,0.396,0.04773083447,0.013,0.1774709188,349.9978847,0.5
443,5.525594433,0.631,0.396,0.01216913522,0.013,0.1476462874,347.0204569,0.5
444,2.941238067,0.631,0.396,0.009691222724,0.013,0.09322446194,458.6042663,0.5
445,1.234415053,0.631,0.396,0.0506711274,0.013,0.1040604107,383.1429918,0.5
446,32.59970026,0.631,0.396,0.01270563795,0.013,0.1209971964,374.8902577,0.5
447,9.079802441,0.631,0.396,0.003070433476,0.013,0.2139812737,241.6969391,0.5
448,153.7223429,0.631,0.396,0.004499720032,0.013,0.09375095492,324.9563327,0.5
449,20.45028946,0.631,0.396,0.01388421787,0.013,0.1294977682,513.1627021,0.5
450,0.3636308789,0.631,0.396,0.005180720627,0.013,0.09401108005,225.8112017,0.5
451,2.738448713,0.631,0.396,0.002591019113,0.013,0.1517916126,371.6659517,0.5
452,81.108579,0.631,0.396,0.003115774596,0.013,0.07975002634,469.229271,0.5
453,29.65199019,0.631,0.396,0.004795546408,0.013,0.1721102143,360.9403837,0.5
454,0.7667333911,0.631,0.396,0.1393045911,0.013,0.05782817234,282.0547239,0.5
455,11.56884593,0.631,0.396,0.005660647531,0.013,0.1515410948,469.4491978,0.5
456,10.5874207,0.631,0.396,0.04611328536,0.013,0.1043229985,307.4095992,0.5
457,3.037059177,0.631,0.396,0.00499589896,0.013,0.1058706864,322.8379918,0.5
458,7.768769781,0.631,0.396,0.004158719272,0.013,0.1155465062,353.8953384,0.5
459,3.730061247,0.631,0.396,0.003551664757,0.013,0.1745654835,408.6122162,0.5
460,12.56137982,0.631,0.396,0.008134899175,0.013,0.1186293174,418.469927,0.5
461,4.599097146,0.631,0.396,0.003823827507,0.013,0.1119269741,384.1811551,0.5
462,3.196449641,0.631,0.396,0.005492241261,0.013,0.1212524232,283.2779608,0.5
463,38.94811014,0.631,0.396,0.003588007688,0.013,0.1064298972,424.9917476,0.5
464,8.615226175,0.631,0.396,0.002089137374,0.013,0.1258365134,385.708061,0.5
465,11.08566227,0.631,0.396,0.01517483615,0.013,0.1983402774,308.1511213,0.5
466,7.663262295,0.631,0.396,0.08105541659,0.013,0.1630079299,270.6419229,0.5
467,61.29622607,0.631,0.396,0.03630062246,0.013,0.2749075676,331.533897,0.5
468,10.75646664,0.631,0.396,0.0354377043,0.013,0.2166125947,503.2848705,0.5
469,0.1909568643,0.631,0.396,0.01886133292,0.013,0.1775611223,276.9823458,0.5
470,1.313729648,0.631,0.396,0.05629373505,0.013,0.3088054394,294.355194,0.5
471,2.92867216,0.631,0.396,0.03258239512,0.013,0.1126360894,518.3729324,0.5
472,871.8112771,0.631,0.396,0.01601047093,0.013,0.1239028319,360.0123541,0.5
473,5.964545672,0.631,0.396,0.4381958175,0.013,0.07190398642,256.2159209,0.5
474,12.46175611,0.631,0.396,0.002830519174,0.013,0.1169373215,344.644432,0.5
475,4.205212071,0.631,0.396,0.005489323502,0.013,0.1297343584,461.8182333,0.5
476,9.008470099,0.631,0.396,0.06629491209,0.013,0.08511419587,406.1435034,0.5
477,49.26142988,0.631,0.396,0.02842367264,0.013,0.1593767058,337.2113576,0.5
478,18.29158926,0.631,0.396,0.004602707818,0.013,0.137477988,362.8261232,0.5
479,12.97609732,0.631,0.396,0.02764332792,0.013,0.1863272177,239.8062602,0.5
480,1069.628907,0.631,0.396,0.007267689421,0.013,0.1657238193,318.9034758,0.5
481,10.37008132,0.631,0.396,0.001441009032,0.013,0.08585422216,252.4293767,0.5
482,1.45008424,0.631,0.396,0.002211504557,0.013,0.1295140362,364.4489254,0.5
483,2.947173247,0.631,0.396,0.004062958485,0.013,0.1881418908,314.2161683,0.5
484,6.934481534,0.631,0.396,0.004310158788,0.013,0.1282912054,414.736425,0.5
485,6.950160452,0.631,0.396,0.01539452411,0.013,0.1313545703,345.0385497,0.5
486,79.59991669,0.631,0.396,0.01451916207,0.013,0.2351955992,313.3585672,0.5
487,0.2712037563,0.631,0.396,0.002070761602,0.013,0.1270096988,525.4095771,0.5
488,58.29471604,0.631,0.396,0.06714707783,0.013,0.1592399025,553.3380043,0.5
489,31.76641924,0.631,0.396,0.005449049426,0.013,0.1552292167,390.7295431,0.5
490,0.6014455098,0.631,0.396,0.1232704868,0.013,0.2078165903,359.9463332,0.5
491,6.966017978,0.631,0.396,0.04450120927,0.013,0.2601747566,223.2956907,0.5
492,4.187305518,0.631,0.396,0.002055858302,0.013,0.2251220732,435.3983983,0.5
493,6.308247728,0.631,0.396,0.01618636379,0.013,0.0857227766,328.624321,0.5
494,11.23724384,0.631,0.396,0.1015786753,0.013,0.1084166012,236.5934725,0.5
495,52.99320196,0.631,0.396,0.05656706846,0.013,0.1783469176,370.0031265,0.5
496,126.6158559,0.631,0.396,0.01535491439,0.013,0.1310679868,360.8100702,0.5
497,0.3322210725,0.631,0.396,0.0151946116,0.013,0.1129978339,332.7767385,0.5
498,43.7430074,0.631,0.396,0.02862929388,0.013,0.1036829747,388.0951957,0.5
499,0.483812789,0.631,0.396,0.003980557079,0.013,0.0703779237,288.9544842,0.5
500,255.2847777,0.631,0.396,0.01588483422,0.013,0.1368923777,473.7429519,0.5
501,14.96405334,0.631,0.396,0.2053252178,0.013,0.2033429803,403.0917401,0.5
502,0.4638303515,0.631,0.396,0.2609847153,0.013,0.108933744,365.8281862,0.5
503,195.3177643,0.631,0.396,0.07545573035,0.013,0.07038682669,370.2593049,0.5
504,8.373303548,0.631,0.396,0.002239500762,0.013,0.1907252404,454.62216,0.5
505,5.036520802,0.631,0.396,0.009717178413,0.013,0.09160010598,433.974091,0.5
506,2.219485024,0.631,0.396,0.06301505282,0.013,0.1156220902,366.8116507,0.5
507,18.7262243,0.631,0.396,0.0006961437615,0.013,0.1661030174,410.9489387,0.5
508,8.407634357,0.631,0.396,0.001234301689,0.013,0.107304646,247.1160113,0.5
509,220.107859,0.631,0.396,1.192661836,0.013,0.0976981179,319.2721235,0.5
510,1.47982482,0.631,0.396,0.09069742312,0.013,0.08955850775,363.6955208,0.5
511,5.302173793,0.631,0.396,0.001533095364,0.013,0.2907368394,462.9305859,0.5
512,27.13711792,0.631,0.396,0.002024959773,0.013,0.1725701999,284.275276,0.5
513,2.070091075,0.631,0.396,0.006252384727,0.013,0.1042973987,345.6670701,0.5
514,26.31779066,0.631,0.396,0.01289109927,0.013,0.1241587667,238.7470988,0.5
515,18.24385571,0.631,0.396,0.00455147514,0.013,0.1797082271,330.1525183,0.5
516,112.1027734,0.631,0.396,0.06649524581,0.013,0.1115200704,290.2916095,0.5
517,25.28339223,0.631,0.396,0.04501036057,0.013,0.1385746836,350.9448432,0.5
518,29.0136722,0.631,0.396,0.01791609766,0.013,0.1023682298,217.9144593,0.5
519,9.397046217,0.631,0.396,0.02285916326,0.013,0.106656091,334.0124613,0.5
520,75.57419393,0.631,0.396,0.01034604805,0.013,0.1093477957,410.8453421,0.5
521,17.088196,0.631,0.396,0.1361531471,0.013,0.1489565429,215.6061871,0.5
522,24.3551245,0.631,0.396,0.01596373638,0.013,0.1560611645,320.2085046,0.5
523,5.783212292,0.631,0.396,0.04584356178,0.013,0.0973714562,313.8413494,0.5
524,8.394841251,0.631,0.396,0.01823346191,0.013,0.1250269743,438.5231656,0.5
525,3.306491599,0.631,0.396,0.1038624471,0.013,0.113490045,468.4258539,0.5
526,0.9964152397,0.631,0.396,0.006522095323,0.013,0.1425898839,463.0482577,0.5
527,7.800989243,0.631,0.396,0.0234122411,0.013,0.1993650678,384.8676027,0.5
528,0.6395261714,0.631,0.396,0.00799319546,0.013,0.1197061022,429.311876,0.5
529,0.5682944205,0.631,0.396,0.06257734111,0.013,0.1203405239,258.1538818,0.5
530,6.545187512,0.631,0.396,0.02007348389,0.013,0.1394201198,376.5431438,0.5
531,7.176485513,0.631,0.396,0.006287580915,0.013,0.1323176944,241.6665729,0.5
532,0.9254606892,0.631,0.396,0.02834687694,0.013,0.1720881041,491.9456032,0.5
533,120.5756663,0.631,0.396,0.003666233259,0.013,0.1297583744,315.6175385,0.5
534,9.695672174,0.631,0.396,0.07230485515,0.013,0.1394445863,319.3818712,0.5
535,18.21059328,0.631,0.396,0.01976546356,0.013,0.05759323632,555.6507712,0.5
536,45.69891445,0.631,0.396,0.02430666759,0.013,0.108938823,406.6627406,0.5
537,8.404554485,0.631,0.396,0.0175103246,0.013,0.1501396384,263.1915231,0.5
538,0.126446399,0.631,0.396,0.03465790252,0.013,0.08165264437,413.4330285,0.5
539,7.841208231,0.631,0.396,0.249369943,0.013,0.1750291965,310.8307623,0.5
540,0.6701630605,0.631,0.396,0.09176455832,0.013,0.2764181974,431.3541383,0.5
541,3.296996942,0.631,0.396,0.2460757798,0.013,0.07820659693,447.6090839,0.5
542,5.542564403,0.631,0.396,0.02844800009,0.013,0.1252299414,301.1841497,0.5
543,96.81380787,0.631,0.396,0.02722456573,0.013,0.08768833732,387.1463665,0.5
544,7.692209466,0.631,0.396,0.03295695196,0.013,0.1039150424,368.8295377,0.5
545,7.707655003,0.631,0.396,0.02873944315,0.013,0.1083454389,297.4198422,0.5
546,28.25508207,0.631,0.396,0.004335828197,0.013,0.116699483,285.8590149,0.5
547,2.942283845,0.631,0.396,0.01770695748,0.013,0.1351270159,454.0717503,0.5
548,26.91136761,0.631,0.396,2.204461229,0.013,0.181303058,198.3868941,0.5
549,6.403514798,0.631,0.396,0.119744806,0.013,0.1167241658,283.7396019,0.5
550,20.87206171,0.631,0.396,0.00221917609,0.013,0.1491387914,439.3922657,0.5
551,5.215400908,0.631,0.396,0.03377905834,0.013,0.1416863686,222.0687149,0.5
552,19.89788583,0.631,0.396,0.001886195128,0.013,0.2947257935,279.5184915,0.5
553,2.068822011,0.631,0.396,0.01651922591,0.013,0.091792849,292.4606402,0.5
554,3.611572897,0.631,0.396,0.03005025129,0.013,0.1355570371,268.668082,0.5
555,3.142736309,0.631,0.396,0.02948391437,0.013,0.229737834,480.8842198,0.5
556,0.1117655199,0.631,0.396,0.02740614056,0.013,0.09875307861,390.6376308,0.5
557,15.91954753,0.631,0.396,0.01545547697,0.013,0.1218416198,317.7499209,0.5
558,22.56442117,0.631,0.396,0.0121750947,0.013,0.07928745545,364.6640563,0.5
559,5.690943834,0.631,0.396,0.004920468067,0.013,0.08271224094,447.4918787,0.5
560,19.63785748,0.631,0.396,0.002740161825,0.013,0.1158883374,419.8006519,0.5
561,2.096956518,0.631,0.396,0.003947770528,0.013,0.1851535773,274.6396575,0.5
562,15.32554519,0.631,0.396,0.006486487577,0.013,0.1326855034,348.4400059,0.5
563,8.019516592,0.631,0.396,0.004340559427,0.013,0.1004925514,581.1528946,0.5
564,5.763711203,0.631,0.396,0.004514041309,0.013,0.1297733749,247.5511943,0.5
565,3.128404412,0.631,0.396,0.004324258891,0.013,0.1209340878,357.037551,0.5
566,2.57841845,0.631,0.396,0.0004157745891,0.013,0.2034740409,472.1758074,0.5
567,11.14201332,0.631,0.396,0.01791142466,0.013,0.159172976,314.5289188,0.5
568,9.710911753,0.631,0.396,0.09978550948,0.013,0.08839925331,413.0777213,0.5
569,4.856318912,0.631,0.396,0.02581977191,0.013,0.1214330664,286.1910416,0.5
570,21.76813006,0.631,0.396,0.009599142151,0.013,0.07950510243,505.2655239,0.5
571,12.22903368,0.631,0.396,0.09072982129,0.013,0.09173301291,297.0916382,0.5
572,53.44658484,0.631,0.396,0.00265558838,0.013,0.1819968929,358.6088989,0.5
573,41.51827046,0.631,0.396,0.08467861109,0.013,0.1056099627,400.2849123,0.5
574,11.69293105,0.631,0.396,0.02978086858,0.013,0.09207332811,288.5773468,0.5
575,38.71063605,0.631,0.396,0.1217993277,0.013,0.1849699419,389.2683466,0.5
576,8.819069178,0.631,0.396,0.0207534531,0.013,0.1554226659,322.6486307,0.5
577,12.08606284,0.631,0.396,0.004651484331,0.013,0.1011772443,393.4283605,0.5
578,0.149494213,0.631,0.396,0.01313561758,0.013,0.1216652695,293.6842883,0.5
579,6.962022227,0.631,0.396,0.08156637712,0.013,0.2082264135,377.077585,0.5
580,27.4116043,0.631,0.396,0.03740893868,0.013,0.1564759666,389.8267153,0.5
581,0.2441087794,0.631,0.396,0.01440551216,0.013,0.07210046985,324.962728,0.5
582,20.76646108,0.631,0.396,0.01953093958,0.013,0.08857491109,277.1750647,0.5
583,3.705538758,0.631,0.396,0.1803023962,0.013,0.1454676702,398.9154167,0.5
584,0.6258454167,0.631,0.396,0.007035207158,0.013,0.0978986732,319.571578,0.5
585,0.7453519392,0.631,0.396,0.002173910382,0.013,0.09236989198,350.0052209,0.5
586,21.28874371,0.631,0.396,0.004730904171,0.013,0.1750689807,376.7637693,0.5
587,1.760646935,0.631,0.396,0.01278066167,0.013,0.1046616875,332.4484293,0.5
588,0.7048032288,0.631,0.396,0.091345667,0.013,0.1429529203,424.1334217,0.5
589,14.82571209,0.631,0.396,0.05514356332,0.013,0.1397396256,381.7105061,0.5
590,20.08521151,0.631,0.396,0.006288602856,0.013,0.1029633401,290.4670201,0.5
591,42.92457091,0.631,0.396,0.02023838791,0.013,0.1039128076,406.0708331,0.5
592,137.867234,0.631,0.396,0.01558293918,0.013,0.1479207634,414.5733911,0.5
593,47.40825598,0.631,0.396,1.131490089,0.013,0.1813484913,585.8026562,0.5
594,2.2379765,0.631,0.396,0.2502120003,0.013,0.09799986735,347.0774735,0.5
595,162.9516752,0.631,0.396,0.01751315454,0.013,0.10735457,338.4613223,0.5
596,22.21541148,0.631,0.396,0.01215586123,0.013,0.2006814261,483.0988967,0.5
597,23.74092483,0.631,0.396,0.02842821695,0.013,0.2366607013,314.8776586,0.5
598,0.7239136454,0.631,0.396,0.002246415237,0.013,0.09367084044,265.9843306,0.5
599,16.12095237,0.631,0.396,0.004662965933,0.013,0.07956181234,365.6247443,0.5
600,2.776773425,0.631,0.396,0.01458777481,0.013,0.1151847775,320.1179777,0.5
601,18.42424948,0.631,0.396,0.1461039121,0.013,0.06634544832,407.1889271,0.5
602,43.01708193,0.631,0.396,0.005684173529,0.013,0.147565513,239.4569903,0.5
603,13.36862099,0.631,0.396,0.02898856653,0.013,0.08603945664,296.5053408,0.5
604,10.39930852,0.631,0.396,0.03272210285,0.013,0.1571297333,245.0211392,0.5
605,4.544493776,0.631,0.396,0.01454683826,0.013,0.1555407956,290.2089673,0.5
606,43.94531205,0.631,0.396,0.002137031679,0.013,0.1329212003,306.0375751,0.5
607,182.6506396,0.631,0.396,6.193134092E-05,0.013,0.1344190865,445.6137191,0.5
608,4.504646216,0.631,0.396,0.002521911034,0.013,0.234426588,269.4562938,0.5
609,19.09076805,0.631,0.396,0.0117420649,0.013,0.1905613477,244.1660646,0.5
610,66.40288975,0.631,0.396,0.1074158013,0.013,0.1133231396,275.0296121,0.5
611,12.33578514,0.631,0.396,0.00438608481,0.013,0.07052792423,324.8072171,0.5
612,44.08649471,0.631,0.396,0.001886655312,0.013,0.1836991498,381.3145986,0.5
613,4.631303674,0.631,0.396,0.00279129429,0.013,0.127298577,267.475704,0.5
614,25.47175419,0.631,0.396,0.08781460997,0.013,0.08672080681,492.9974052,0.5
615,3.988333022,0.631,0.396,0.5341439202,0.013,0.2398704228,384.992857,0.5
616,4.313907727,0.631,0.396,0.001639477823,0.013,0.094168774,444.2322817,0.5
617,11.93305953,0.631,0.396,0.2003195594,0.013,0.08688226621,292.1525282,0.5
618,46.02114111,0.631,0.396,0.006366499498,0.013,0.0751470654,372.8497584,0.5
619,66.40815418,0.631,0.396,0.02275337866,0.013,0.1377498456,257.1323445,0.5
620,37.07703651,0.631,0.396,0.002520324163,0.013,0.08427503563,263.1488003,0.5
621,3.560744423,0.631,0.396,0.02171390182,0.013,0.09080897984,385.0976401,0.5
622,1.9222179,0.631,0.396,0.008273966438,0.013,0.1016048767,338.8249771,0.5
623,84.92627445,0.631,0.396,0.755767642,0.013,0.1410445162,634.2931208,0.5
624,48.96544399,0.631,0.396,0.005144499492,0.013,0.1152831607,331.3473408,0.5
625,44.9426151,0.631,0.396,0.0524877579,0.013,0.1394160081,304.9941927,0.5
626,2.659227059,0.631,0.396,0.04778535702,0.013,0.1796675752,343.424609,0.5
627,1.325967876,0.631,0.396,0.01417807534,0.013,0.1623227636,265.2430515,0.5
628,15.66214535,0.631,0.396,0.001694281713,0.013,0.07986872649,357.3519313,0.5
629,36.62935252,0.631,0.396,0.01644836869,0.013,0.1049920843,410.6596052,0.5
630,0.7755137247,0.631,0.396,0.02898358088,0.013,0.1791130402,501.6656479,0.5
631,1.396599499,0.631,0.396,0.02445258729,0.013,0.1429281071,267.6187613,0.5
632,38.66220047,0.631,0.396,0.007383811028,0.013,0.1929596305,338.1847891,0.5
633,26.36610381,0.631,0.396,0.3438140756,0.013,0.12360766,574.79734,0.5
634,1.434589248,0.631,0.396,0.1693832798,0.013,0.1003053432,357.8491249,0.5
635,23.87334083,0.631,0.396,0.009485898455,0.013,0.08379992382,389.2288851,0.5
